,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,recode_never_worked,had_missing_cat
6240,62,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,False,False
6241,40,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6242,45,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,False,False
6243,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,<=50K,False,False
6244,23,unknown,Some-college,10,Never-married,unknown,Own-child,Asian-Pac-Islander,Male,0,0,20,China,<=50K,False,True
6245,63,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,False,False
6246,37,Private,Some-college,10,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,False,False
6247,25,unknown,Bachelors,13,Married-spouse-absent,unknown,Not-in-family,White,Male,0,0,40,Canada,<=50K,False,True
6248,56,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,False,False
6249,32,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
6250,32,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6251,35,Private,11th,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,<=50K,False,False
6252,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,False,False
6253,41,Private,11th,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K,False,False
6254,22,Private,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States,<=50K,False,False
6255,23,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6256,36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K,False,False
6257,27,unknown,Some-college,10,Divorced,unknown,Not-in-family,White,Female,0,0,25,United-States,<=50K,False,True
6258,45,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K,False,False
6259,23,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Mexico,<=50K,False,False
6260,21,Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
6261,29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,False,False
6262,36,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K,False,False
6263,62,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,False,False
6264,25,Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
6265,34,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,False,False
6266,33,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,England,<=50K,False,False
6267,22,unknown,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,30,United-States,<=50K,False,True
6268,28,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K,False,False
6269,22,unknown,Some-college,10,Separated,unknown,Own-child,White,Male,0,0,25,United-States,<=50K,False,True
6270,47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,False,False
6271,20,unknown,10th,6,Never-married,unknown,Own-child,White,Male,0,0,40,United-States,<=50K,False,True
6272,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,False,False
6273,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
6274,22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K,False,False
6275,47,Private,Some-college,10,Separated,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,False,False
6276,33,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K,False,False
6277,25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
6278,36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6279,61,Local-gov,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,30,unknown,<=50K,False,True
6280,57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K,False,False
6281,55,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England,<=50K,False,False
6282,20,Private,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K,False,False
6283,43,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,44,United-States,<=50K,False,False
6284,54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,England,>50K,False,False
6285,25,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
6286,23,unknown,Some-college,10,Never-married,unknown,Not-in-family,White,Female,0,0,35,United-States,<=50K,False,True
6287,17,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K,False,False
6288,63,Private,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,False,False
6289,19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,<=50K,False,False
6290,33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,False,False
6291,37,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,False,False
6292,27,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,False,False
6293,36,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6294,30,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,Canada,>50K,False,False
6295,22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K,False,False
6296,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K,False,False
6297,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6298,21,unknown,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,40,United-States,<=50K,False,True
6299,19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,False,False
6300,34,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K,False,False
6301,32,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,False,False
6302,20,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,False,False
6303,70,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,False,False
6304,57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,False,False
6305,34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6306,48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,False,False
6307,42,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,False,False
6308,27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
6309,51,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,False,False
6310,36,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,65,United-States,<=50K,False,False
6311,33,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,False,False
6312,50,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6313,39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,False,False
6314,55,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K,False,False
6315,24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6316,35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6317,32,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6318,29,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,False,False
6319,24,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6320,61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6321,34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K,False,False
6322,20,unknown,Some-college,10,Never-married,unknown,Own-child,White,Male,0,0,36,United-States,<=50K,False,True
6323,41,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6324,36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K,False,False
6325,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,False,False
6326,35,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,China,<=50K,False,False
6327,42,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,False,False
6328,26,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6329,44,Local-gov,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
6330,31,State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,False,False
6331,39,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
6332,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K,False,False
6333,32,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6334,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6335,61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,20,Trinadad&Tobago,<=50K,False,False
6336,54,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
6337,23,Private,Assoc-acdm,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,False,False
6338,19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,3,United-States,<=50K,False,False
6339,31,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,False,False
6340,35,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,False,False
6341,29,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,False,False
6342,29,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K,False,False
6343,25,Private,10th,6,Separated,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,False,False
6344,46,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6345,35,Private,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,False,False
6346,20,Private,10th,6,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,<=50K,False,False
6347,24,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,False,False
6348,48,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K,False,False
6349,37,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6350,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6351,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6352,29,Local-gov,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,False,False
6353,31,Self-emp-not-inc,Assoc-voc,11,Divorced,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K,False,False
6354,26,Self-emp-not-inc,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6355,46,Private,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
6356,69,unknown,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,8,United-States,<=50K,False,True
6357,48,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,55,United-States,<=50K,False,False
6358,46,Private,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,False,False
6359,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,54,Dominican-Republic,>50K,False,False
6360,50,Federal-gov,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,False,False
6361,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6362,30,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,40,Canada,>50K,False,False
6363,29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6364,23,Private,11th,7,Never-married,Transport-moving,Own-child,White,Female,0,0,38,United-States,<=50K,False,False
6365,21,unknown,Assoc-voc,11,Never-married,unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,True
6366,32,Private,10th,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6367,55,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K,False,False
6368,41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,False,False
6369,18,Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6370,74,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K,False,False
6371,40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,False,False
6372,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6373,55,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6374,52,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,False,False
6375,54,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K,False,False
6376,36,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K,False,False
6377,76,unknown,Some-college,10,Married-civ-spouse,unknown,Husband,White,Male,0,0,8,United-States,<=50K,False,True
6378,26,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6379,18,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K,False,False
6380,38,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
6381,19,unknown,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,25,United-States,<=50K,False,True
6382,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,False,False
6383,57,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,False,False
6384,20,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States,<=50K,False,False
6385,27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6386,60,Private,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K,False,False
6387,52,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,50,United-States,<=50K,False,False
6388,61,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6389,57,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,>50K,False,False
6390,19,unknown,Some-college,10,Never-married,unknown,Own-child,White,Male,0,0,40,United-States,<=50K,False,True
6391,59,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K,False,False
6392,34,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K,False,False
6393,31,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,False,False
6394,42,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States,<=50K,False,False
6395,70,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,<=50K,False,False
6396,47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,unknown,>50K,False,True
6397,29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,False,False
6398,27,Private,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,False,False
6399,25,Private,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,False,False
6400,28,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,unknown,<=50K,False,True
6401,35,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6402,36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,False,False
6403,54,unknown,Masters,14,Never-married,unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,True
6404,46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6405,52,Private,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,False,False
6406,65,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6407,43,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6408,41,Local-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,False,False
6409,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K,False,False
6410,49,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,>50K,False,False
6411,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,False,False
6412,20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,False,False
6413,18,Local-gov,12th,8,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,False,False
6414,27,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K,False,False
6415,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,False,False
6416,38,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,False,False
6417,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,False,False
6418,34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K,False,False
6419,47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,False,False
6420,27,Federal-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
6421,63,Private,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K,False,False
6422,34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,False,False
6423,25,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,False,False
6424,19,unknown,Some-college,10,Never-married,unknown,Own-child,White,Female,0,0,35,United-States,<=50K,False,True
6425,35,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,False,False
6426,24,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K,False,False
6427,26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K,False,False
6428,59,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6429,43,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,unknown,<=50K,False,True
6430,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,False,False
6431,41,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6432,51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6433,27,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K,False,False
6434,36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6435,25,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K,False,False
6436,55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,False,False
6437,22,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,21,United-States,<=50K,False,False
6438,39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,False,False
6439,40,Private,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Haiti,<=50K,False,False
6440,46,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,False,False
6441,54,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,False,False
6442,19,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,30,United-States,<=50K,False,False
6443,24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,False,False
6444,53,unknown,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,United-States,<=50K,False,True
6445,24,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,United-States,<=50K,False,False
6446,29,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K,False,False
6447,54,unknown,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,0,0,40,United-States,>50K,False,True
6448,21,unknown,Some-college,10,Never-married,unknown,Not-in-family,White,Female,0,0,30,United-States,<=50K,False,True
6449,34,Private,9th,5,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,unknown,<=50K,False,True
6450,56,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6451,19,Private,10th,6,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K,False,False
6452,32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K,False,False
6453,48,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,52,United-States,<=50K,False,False
6454,67,unknown,Masters,14,Married-civ-spouse,unknown,Husband,Black,Male,0,0,40,United-States,>50K,False,True
6455,47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K,False,False
6456,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,False,False
6457,40,Private,1st-4th,2,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,Dominican-Republic,<=50K,False,False
6458,28,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,False,False
6459,57,Private,1st-4th,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Portugal,<=50K,False,False
6460,51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,False,False
6461,26,unknown,11th,7,Never-married,unknown,Not-in-family,White,Female,0,0,35,Germany,<=50K,False,True
6462,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,unknown,<=50K,False,True
6463,33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,False,False
6464,46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,False,False
6465,50,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,False,False
6466,33,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,unknown,<=50K,False,True
6467,67,unknown,HS-grad,9,Widowed,unknown,Unmarried,White,Male,0,0,3,United-States,<=50K,False,True
6468,35,Private,Assoc-acdm,12,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,24,United-States,<=50K,False,False
